director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Wes Anderson,Manfred Lindner,Lucas Hedges,Moritz Hepper,Comedy  Drama,the grand budapest hotel,Manfred Lindner Lucas Hedges Moritz Hepper Wes Anderson Comedy  Drama
George Lucas,Alan Ruscoe,Ian McDiarmid,Lewis Macleod,Adventure  Action  Science Fiction,star wars: episode i - the phantom menace,Alan Ruscoe Ian McDiarmid Lewis Macleod George Lucas Adventure  Action  Science Fiction
Lee Unkrich,Amber Kroner,Bob Peterson,Danny Mann,Animation  Family  Comedy,toy story 3,Amber Kroner Bob Peterson Danny Mann Lee Unkrich Animation  Family  Comedy
Darren Aronofsky,Mark Margolis,Ksenia Solo,Marty Krzywonos,Drama  Thriller  Horror,black swan,Mark Margolis Ksenia Solo Marty Krzywonos Darren Aronofsky Drama  Thriller  Horror
James McTeigue,William Tapley,Emma Field-Rayner,Adrian Finighan,Action  Thriller  Science Fiction,v for vendetta,William Tapley Emma Field-Rayner Adrian Finighan James McTeigue Action  Thriller  Science Fiction
Gore Verbinski,David Prak,Phoenix Wong,Tom Hollander,Adventure  Fantasy  Action,pirates of the caribbean: at world's end,David Prak Phoenix Wong Tom Hollander Gore Verbinski Adventure  Fantasy  Action
Quentin Tarantino,David Steen,Scott McElroy,Stevo Polyi,Crime  Thriller,reservoir dogs,David Steen Scott McElroy Stevo Polyi Quentin Tarantino Crime  Thriller
Peter Jackson,Martin Freeman,Mary Nesbitt,John Bell,Action  Adventure  Fantasy,the hobbit: the battle of the five armies,Martin Freeman Mary Nesbitt John Bell Peter Jackson Action  Adventure  Fantasy
John Krasinski,Millicent Simmonds,Rhoda Pell,Noah Jupe,Horror  Drama  Science Fiction,a quiet place,Millicent Simmonds Rhoda Pell Noah Jupe John Krasinski Horror  Drama  Science Fiction
Spike Jonze,Lisa Renee Pitts,Steve Zissis,Pramod Kumar,Romance  Science Fiction  Drama,her,Lisa Renee Pitts Steve Zissis Pramod Kumar Spike Jonze Romance  Science Fiction  Drama
Quentin Tarantino,Channing Tatum,Keith Jefferson,Zoë Bell,Drama  Mystery  Western,the hateful eight,Channing Tatum Keith Jefferson Zoë Bell Quentin Tarantino Drama  Mystery  Western
Sam Raimi,Aimee Miles,Dean Edwards,Sonya Maddox,Action  Adventure  Science Fiction,spider-man 3,Aimee Miles Dean Edwards Sonya Maddox Sam Raimi Action  Adventure  Science Fiction
John Lasseter,Tom Hanks,Teddy Newton,Ken Schretzmann,Animation  Adventure  Comedy  Family,cars,Tom Hanks Teddy Newton Ken Schretzmann John Lasseter Animation  Adventure  Comedy  Family
Quentin Tarantino,William Paul Clark,Tetsuro Shimaguchi,Sonia Angelica Padilla Curiel,Action  Crime  Thriller,kill bill: vol. 2,William Paul Clark Tetsuro Shimaguchi Sonia Angelica Padilla Curiel Quentin Tarantino Action  Crime  Thriller
Denis Villeneuve,Vilma Szécsi,Lennie James,Kincsö Sánta,Science Fiction  Drama,blade runner 2049,Vilma Szécsi Lennie James Kincsö Sánta Denis Villeneuve Science Fiction  Drama
Rob Marshall,Teresa Mahoney,Steve Saunders,Jody Halse,Adventure  Action  Fantasy,pirates of the caribbean: on stranger tides,Teresa Mahoney Steve Saunders Jody Halse Rob Marshall Adventure  Action  Fantasy
Doug Liman,David Kaye,Anna Botting,Erin Burnett,Action  Science Fiction,edge of tomorrow,David Kaye Anna Botting Erin Burnett Doug Liman Action  Science Fiction
James Wan,Mabel Tamone,Amber Heard,Luke Owen,Action  Adventure  Fantasy,aquaman,Mabel Tamone Amber Heard Luke Owen James Wan Action  Adventure  Fantasy
Ridley Scott,Leo Gorcey Jr.,Dawna Lee Heising,Harrison Ford,Science Fiction  Drama  Thriller,blade runner,Leo Gorcey Jr. Dawna Lee Heising Harrison Ford Ridley Scott Science Fiction  Drama  Thriller
George Lucas,Janet Lewin,Philip Harvey,Ian McDiarmid,Adventure  Action  Science Fiction,star wars: episode iii - revenge of the sith,Janet Lewin Philip Harvey Ian McDiarmid George Lucas Adventure  Action  Science Fiction
John Lasseter,Jodi Benson,Rachel Davey,John Lasseter,Animation  Comedy  Family,toy story 2,Jodi Benson Rachel Davey John Lasseter John Lasseter Animation  Comedy  Family
Tim Burton,Joel Swetow,Holly Hawkins,Jemma Powell,Family  Fantasy  Adventure,alice in wonderland,Joel Swetow Holly Hawkins Jemma Powell Tim Burton Family  Fantasy  Adventure
Mel Gibson,Charles Jacobs,Bill Young,Jeremy Costello,Drama  History  War,hacksaw ridge,Charles Jacobs Bill Young Jeremy Costello Mel Gibson Drama  History  War
Guy Ritchie,Jonathan Gabriel Robbins,Mark Strong,Amanda Grace Johnson,Action  Adventure  Crime  Mystery,sherlock holmes,Jonathan Gabriel Robbins Mark Strong Amanda Grace Johnson Guy Ritchie Action  Adventure  Crime  Mystery
Quentin Tarantino,Weston Razooli,Kenneth Sonny Donato,Bruce Del Castillo,Comedy  Drama  Thriller,once upon a time... in hollywood,Weston Razooli Kenneth Sonny Donato Bruce Del Castillo Quentin Tarantino Comedy  Drama  Thriller
Barry Sonnenfeld,Mike Nussbaum,Ken Thorley,Keith Campbell,Action  Adventure  Comedy  Science Fiction,men in black,Mike Nussbaum Ken Thorley Keith Campbell Barry Sonnenfeld Action  Adventure  Comedy  Science Fiction
Zack Snyder,David Thibodeau,Ruan Vibegaard,Caroline Aspirot,Action  Adventure  War,300,David Thibodeau Ruan Vibegaard Caroline Aspirot Zack Snyder Action  Adventure  War
Denis Villeneuve,Jimmy Walker,Zendaya,Jean Gilpin,Science Fiction  Adventure,dune,Jimmy Walker Zendaya Jean Gilpin Denis Villeneuve Science Fiction  Adventure
James Cameron,Ken Fritz,Chino 'Fats' Williams,Shawn Schepps,Action  Thriller  Science Fiction,the terminator,Ken Fritz Chino 'Fats' Williams Shawn Schepps James Cameron Action  Thriller  Science Fiction
Jake Kasdan,Kat Altman,Alex Wolff,Mason Guccione,Adventure  Comedy  Fantasy  Action,jumanji: welcome to the jungle,Kat Altman Alex Wolff Mason Guccione Jake Kasdan Adventure  Comedy  Fantasy  Action
Catherine Hardwicke,Justin Chon,Edi Gathegi,Taylor Lautner,Fantasy  Drama  Romance,twilight,Justin Chon Edi Gathegi Taylor Lautner Catherine Hardwicke Fantasy  Drama  Romance
Chris Sanders,Kieron Elliott,Kristen Wiig,Randy Thom,Fantasy  Adventure  Animation  Family,how to train your dragon,Kieron Elliott Kristen Wiig Randy Thom Chris Sanders Fantasy  Adventure  Animation  Family
George Lucas,Alan Ruscoe,Ian McDiarmid,Dipika O'Neill Joti,Adventure  Action  Science Fiction,star wars: episode ii - attack of the clones,Alan Ruscoe Ian McDiarmid Dipika O'Neill Joti George Lucas Adventure  Action  Science Fiction
Chris Wedge,P.J. Benjamin,Ray Romano,Alan Tudyk,Animation  Comedy  Family  Adventure,ice age,P.J. Benjamin Ray Romano Alan Tudyk Chris Wedge Animation  Comedy  Family  Adventure
Martin Scorsese,Jamie deRoy,Joanna Bennett,Gina Mastrogiacomo,Drama  Crime,goodfellas,Jamie deRoy Joanna Bennett Gina Mastrogiacomo Martin Scorsese Drama  Crime
Morten Tyldum,Robert Larriviere,Kenneth Jones,Kimberly Battista,Drama  Romance  Science Fiction,passengers,Robert Larriviere Kenneth Jones Kimberly Battista Morten Tyldum Drama  Romance  Science Fiction
Marc Webb,Jamie Foxx,Bill Heck,Aidy Bryant,Action  Adventure  Science Fiction,the amazing spider-man 2,Jamie Foxx Bill Heck Aidy Bryant Marc Webb Action  Adventure  Science Fiction
Alex Garland,Domhnall Gleeson,Claire Selby,Sonoya Mizuno,Drama  Science Fiction,ex machina,Domhnall Gleeson Claire Selby Sonoya Mizuno Alex Garland Drama  Science Fiction
Peyton Reed,Sawyer D. Jones,Langston Fishburne,Sophia Marcs,Action  Adventure  Science Fiction,ant-man and the wasp,Sawyer D. Jones Langston Fishburne Sophia Marcs Peyton Reed Action  Adventure  Science Fiction
Mark Andrews,Matthew Gammie,Eilidh Fraser,Steven Cree,Animation  Adventure  Comedy  Family  Action  Fantasy,brave,Matthew Gammie Eilidh Fraser Steven Cree Mark Andrews Animation  Adventure  Comedy  Family  Action  Fantasy
Chad Stahelski,Sidney Beitz,Aly Mang,Ruby Rose,Action  Thriller  Crime,john wick: chapter 2,Sidney Beitz Aly Mang Ruby Rose Chad Stahelski Action  Thriller  Crime
James Cameron,Charles A. Tamburro,James Pryce Thomas,Pete Schrum,Action  Thriller  Science Fiction,terminator 2: judgment day,Charles A. Tamburro James Pryce Thomas Pete Schrum James Cameron Action  Thriller  Science Fiction
Peter Jackson,Martin Freeman,Mary Nesbitt,John Bell,Fantasy  Adventure  Action,the hobbit: the desolation of smaug,Martin Freeman Mary Nesbitt John Bell Peter Jackson Fantasy  Adventure  Action
Roberto Benigni,Antonio Prester,Gina Rovere,Alfiero Falomi,Comedy  Drama,life is beautiful,Antonio Prester Gina Rovere Alfiero Falomi Roberto Benigni Comedy  Drama
James Cameron,Joel David Moore,Duane Evans Jr.,Kevin Dorman,Action  Adventure  Science Fiction,avatar: the way of water,Joel David Moore Duane Evans Jr. Kevin Dorman James Cameron Action  Adventure  Science Fiction
Robert Zemeckis,Jennifer Brown,Wesley Mann,Jim Ishida,Adventure  Comedy  Science Fiction,back to the future part ii,Jennifer Brown Wesley Mann Jim Ishida Robert Zemeckis Adventure  Comedy  Science Fiction
Rian Johnson,Rob Lévesque,Edi Patterson,Octavia Chavez-Richmond,Comedy  Crime  Mystery,knives out,Rob Lévesque Edi Patterson Octavia Chavez-Richmond Rian Johnson Comedy  Crime  Mystery
Stanley Kubrick,Sheila Raynor,Margaret Tyzack,Malcolm McDowell,Science Fiction  Crime,a clockwork orange,Sheila Raynor Margaret Tyzack Malcolm McDowell Stanley Kubrick Science Fiction  Crime
Francis Ford Coppola,Richard Bright,Peter LaCorte,Livio Giorgi,Drama  Crime,the godfather part ii,Richard Bright Peter LaCorte Livio Giorgi Francis Ford Coppola Drama  Crime
Ang Lee,Tabu,Amarendran Ramanan,James Saito,Adventure  Drama,life of pi,Tabu Amarendran Ramanan James Saito Ang Lee Adventure  Drama
Tim Burton,Alan Arkin,Rosalyn Thomson,Linda Perri,Fantasy  Drama  Romance,edward scissorhands,Alan Arkin Rosalyn Thomson Linda Perri Tim Burton Fantasy  Drama  Romance
Bryan Singer,Aladeen Tawfeek,Joe Cobden,Michael Terlecki,Action  Adventure  Science Fiction  Fantasy,x-men: apocalypse,Aladeen Tawfeek Joe Cobden Michael Terlecki Bryan Singer Action  Adventure  Science Fiction  Fantasy
Robert Stromberg,Angelina Jolie,Brenton Thwaites,Janet McTeer,Fantasy  Adventure  Action  Family  Romance,maleficent,Angelina Jolie Brenton Thwaites Janet McTeer Robert Stromberg Fantasy  Adventure  Action  Family  Romance
Ron Clements,Puanani Cravalho,Louise Bush,Auliʻi Cravalho,Adventure  Comedy  Family  Animation,moana,Puanani Cravalho Louise Bush Auliʻi Cravalho Ron Clements Adventure  Comedy  Family  Animation
Gus Van Sant,Minnie Driver,Daniel Olsen,Frank Nakashima,Drama,good will hunting,Minnie Driver Daniel Olsen Frank Nakashima Gus Van Sant Drama
Joss Whedon,Brooke Ence,Xenia Leblanc,Sergi Constance,Action  Adventure  Science Fiction,justice league,Brooke Ence Xenia Leblanc Sergi Constance Joss Whedon Action  Adventure  Science Fiction
David Fincher,Megan Brown,Peter Donald Badalamenti II,Chandler Canterbury,Drama  Fantasy  Romance,the curious case of benjamin button,Megan Brown Peter Donald Badalamenti II Chandler Canterbury David Fincher Drama  Fantasy  Romance
Brad Bird,Alyson Stoner,Michael Bird,Kitty Newton,Action  Adventure  Animation  Family,incredibles 2,Alyson Stoner Michael Bird Kitty Newton Brad Bird Action  Adventure  Animation  Family
Clint Eastwood,Ricky Ryba,Erik Audé,Amber Alexander,War  Action,american sniper,Ricky Ryba Erik Audé Amber Alexander Clint Eastwood War  Action
Alejandro González Iñárritu,Dave Neal,Ian Finlay,Craig muMs Grant,Drama  Comedy,birdman or (the unexpected virtue of ignorance),Dave Neal Ian Finlay Craig muMs Grant Alejandro González Iñárritu Drama  Comedy
Steven Spielberg,John Rees,Martin Kreidt,Terry Leonard,Adventure  Action,raiders of the lost ark,John Rees Martin Kreidt Terry Leonard Steven Spielberg Adventure  Action
Matthew Vaughn,Rebecca Romijn,Edi Gathegi,Sean Brown,Action  Science Fiction  Adventure,x-men: first class,Rebecca Romijn Edi Gathegi Sean Brown Matthew Vaughn Action  Science Fiction  Adventure
Nicolas Winding Refn,Joe Pingue,Christina Hendricks,Carey Mulligan,Drama  Thriller  Crime,drive,Joe Pingue Christina Hendricks Carey Mulligan Nicolas Winding Refn Drama  Thriller  Crime
Sam Mendes,Andy Apollo,George MacKay,Justin Edwards,War  History  Drama  Action  Adventure,1917,Andy Apollo George MacKay Justin Edwards Sam Mendes War  History  Drama  Action  Adventure
Neil Burger,Mekhi Phifer,Michael Gideon Sherry,Theo James,Action  Adventure  Science Fiction,divergent,Mekhi Phifer Michael Gideon Sherry Theo James Neil Burger Action  Adventure  Science Fiction
Conrad Vernon,Aron Warner,Rupert Everett,David P. Smith,Animation  Family  Comedy  Fantasy  Romance,shrek 2,Aron Warner Rupert Everett David P. Smith Conrad Vernon Animation  Family  Comedy  Fantasy  Romance
Martin Scorsese,Gino Ardito,Martin Scorsese,Joseph Bergmann,Crime  Drama,taxi driver,Gino Ardito Martin Scorsese Joseph Bergmann Martin Scorsese Crime  Drama
Richard Kelly,Lee Weaver,Ashley French,David St. James,Fantasy  Drama  Mystery,donnie darko,Lee Weaver Ashley French David St. James Richard Kelly Fantasy  Drama  Mystery
Francis Lawrence,Stef Dawson,Jasmine Ahnie,Alexander Yassin,Action  Adventure  Science Fiction,the hunger games: mockingjay - part 2,Stef Dawson Jasmine Ahnie Alexander Yassin Francis Lawrence Action  Adventure  Science Fiction
Guillermo del Toro,Heather Doerksen,William S. Wong,Max Martini,Action  Science Fiction  Adventure,pacific rim,Heather Doerksen William S. Wong Max Martini Guillermo del Toro Action  Science Fiction  Adventure
Thea Sharrock,Eileen Dunwoodie,Henri Charles,Vanessa Kirby,Drama  Romance,me before you,Eileen Dunwoodie Henri Charles Vanessa Kirby Thea Sharrock Drama  Romance
Ridley Scott,Rhona Croker,Phill Martin,John Lebar,Science Fiction  Adventure  Mystery,prometheus,Rhona Croker Phill Martin John Lebar Ridley Scott Science Fiction  Adventure  Mystery
Ethan Coen,Rodger Boyce,Kathy Lamkin,Kelly Macdonald,Crime  Thriller  Western,no country for old men,Rodger Boyce Kathy Lamkin Kelly Macdonald Ethan Coen Crime  Thriller  Western
Seth MacFarlane,Norah Jones,Alex Borstein,Seth MacFarlane,Comedy  Fantasy,ted,Norah Jones Alex Borstein Seth MacFarlane Seth MacFarlane Comedy  Fantasy
Ruben Fleischer,Amber Heard,Elle Alexander,Suzanne LaChasse,Comedy  Horror,zombieland,Amber Heard Elle Alexander Suzanne LaChasse Ruben Fleischer Comedy  Horror
David Fincher,Henry Roosevelt,Cooper Conley-Currier,Alexandra Ruddy,Drama,the social network,Henry Roosevelt Cooper Conley-Currier Alexandra Ruddy David Fincher Drama
Rich Moore,Skylar Astin,Lauren MacMullan,Sarah Silverman,Family  Animation  Comedy  Adventure,wreck-it ralph,Skylar Astin Lauren MacMullan Sarah Silverman Rich Moore Family  Animation  Comedy  Adventure
Sam Mendes,Emily Zachary,Annette Bening,Chekesha Van Putten,Drama,american beauty,Emily Zachary Annette Bening Chekesha Van Putten Sam Mendes Drama
Baz Luhrmann,Lara Mulcahy,Adelaide Clemens,Bill Young,Drama  Romance,the great gatsby,Lara Mulcahy Adelaide Clemens Bill Young Baz Luhrmann Drama  Romance
Denis Villeneuve,Gloria Webber,Zoë Soul,Pam Smith,Drama  Thriller  Crime,prisoners,Gloria Webber Zoë Soul Pam Smith Denis Villeneuve Drama  Thriller  Crime
David Frankel,John Graham,John Rothman,Wells Dixon,Drama  Comedy,the devil wears prada,John Graham John Rothman Wells Dixon David Frankel Drama  Comedy
Brian De Palma,Charlie Adiano,Mark Margolis,Barclay DeVeau,Action  Crime  Drama,scarface,Charlie Adiano Mark Margolis Barclay DeVeau Brian De Palma Action  Crime  Drama
David Ayer,Shia LaBeouf,Alicia von Rittberg,Jake Curran,War  Drama  Action,fury,Shia LaBeouf Alicia von Rittberg Jake Curran David Ayer War  Drama  Action
Guillermo del Toro,Cameron Laurie,Victoria Charters,Marvin Kaye,Drama  Fantasy  Romance,the shape of water,Cameron Laurie Victoria Charters Marvin Kaye Guillermo del Toro Drama  Fantasy  Romance
Espen Sandberg,Juan Carlos Vellido,Nico Cortez,Mivon Prince-Leyva,Adventure  Action  Fantasy,pirates of the caribbean: dead men tell no tales,Juan Carlos Vellido Nico Cortez Mivon Prince-Leyva Espen Sandberg Adventure  Action  Fantasy
Luca Guadagnino,Peter Spears,Amira Casar,Timothée Chalamet,Romance  Drama,call me by your name,Peter Spears Amira Casar Timothée Chalamet Luca Guadagnino Romance  Drama
M. Night Shyamalan,Donnie Wahlberg,Bruce Norris,Carol Nielson,Mystery  Thriller  Drama,the sixth sense,Donnie Wahlberg Bruce Norris Carol Nielson M. Night Shyamalan Mystery  Thriller  Drama
Peter Farrelly,Paul Sloan,Ninja N. Devoe,Derrick Spears,Drama  Comedy  History,green book,Paul Sloan Ninja N. Devoe Derrick Spears Peter Farrelly Drama  Comedy  History
J. A. Bayona,Justice Smith,Karl Farrer,Toby Jones,Action  Adventure  Science Fiction  Thriller,jurassic world: fallen kingdom,Justice Smith Karl Farrer Toby Jones J. A. Bayona Action  Adventure  Science Fiction  Thriller
Roland Emmerich,Dean Redman,Betty Phillips,Ron Selmour,Action  Adventure  Science Fiction,2012,Dean Redman Betty Phillips Ron Selmour Roland Emmerich Action  Adventure  Science Fiction
Rupert Wyatt,Kis Yurij,Evans Johnson,Makena Joy,Thriller  Action  Drama  Science Fiction,rise of the planet of the apes,Kis Yurij Evans Johnson Makena Joy Rupert Wyatt Thriller  Action  Drama  Science Fiction
Andrew Stanton,Deb Fink,Molly Jackson,Diane Keaton,Adventure  Animation  Comedy  Family,finding dory,Deb Fink Molly Jackson Diane Keaton Andrew Stanton Adventure  Animation  Comedy  Family
David O. Russell,Jeffrey Mowery,Liam Ferguson,Marty Krzywonos,Drama  Comedy  Romance,silver linings playbook,Jeffrey Mowery Liam Ferguson Marty Krzywonos David O. Russell Drama  Comedy  Romance
Louis Leterrier,Débora Nascimento,Tig Fong,Miyoshi Umeki,Science Fiction  Action  Adventure,the incredible hulk,Débora Nascimento Tig Fong Miyoshi Umeki Louis Leterrier Science Fiction  Action  Adventure
James Wan,Lili Taylor,Ron Livingston,Shannon Kook,Horror  Thriller,the conjuring,Lili Taylor Ron Livingston Shannon Kook James Wan Horror  Thriller
Alex Proyas,Emily Tennant,Peter Shinkoda,David Haysom,Action  Science Fiction,"i, robot",Emily Tennant Peter Shinkoda David Haysom Alex Proyas Action  Science Fiction
John Stevenson,Ian McShane,Kyle Gass,Jeremy Shipp,Animation  Family  Comedy  Action,kung fu panda,Ian McShane Kyle Gass Jeremy Shipp John Stevenson Animation  Family  Comedy  Action
Stanley Kubrick,Jonathan Daw,S. Newton Anderson,Chela Matthison,Science Fiction  Mystery  Adventure,2001: a space odyssey,Jonathan Daw S. Newton Anderson Chela Matthison Stanley Kubrick Science Fiction  Mystery  Adventure
Steven Soderbergh,Richard Reed,Richard Steele,Gregory Stenson,Thriller  Crime,ocean's eleven,Richard Reed Richard Steele Gregory Stenson Steven Soderbergh Thriller  Crime
